,VOLUME_SESSION,AVG_J_S,Rech_Moy,MNT_FORFAIT_DATA,NB_JOUR_ACT_IN,revenu_cdr,P_revenu_data,P_FF_Journalier,P_FF_mensuel,P_N_Rech_sup5,Evolution volume session,Evolution rech_moy,pca_clusters
15134,0.0,0.0,1.0,0.0,28.333000000000002,14.05,0.0,0.0,0.0,0.0,0,0,1
15135,0.0,0.0,5.0,0.0,15.167,2.56,0.0,0.0,0.0,0.5,0,0,1
15136,22.48,10.8,1.81,0.0,13.833,1.06,0.0,0.0,0.0,0.08,0,0,1
15137,0.0,0.0,4.0,0.0,28.666999999999998,18.62,0.0,0.0,0.0,0.81,0,0,0
15138,0.0,1.57,1.17,0.0,24.166999999999998,8.53,0.0,0.0,0.0,0.04,0,0,1
15139,0.0,0.0,1.37,0.0,30.0,4.06,0.0,0.0,0.0,0.08,0,0,1
15140,0.0,0.0,1.03,0.0,30.0,23.22,0.0,0.0,0.0,0.01,0,0,1
15141,0.0,15.0,4.88,0.0,15.5,0.65,0.0,0.0,0.0,0.17,0,0,1
15142,0.0,18.0,1.99,0.0,28.333000000000002,1.26,0.0,0.0,0.0,0.08,0,0,0
15143,0.0,0.0,1.09,0.0,29.166999999999998,7.69,0.0,0.0,0.0,0.03,0,0,1
15144,0.0,9.67,5.06,0.0,16.667,1.05,0.0,0.0,0.0,0.33,0,0,1
15145,0.0,2.0,2.5,0.0,21.5,2.57,0.45,0.0,0.0,0.39,0,0,0
15146,4557.78,0.0,3.27,19.53,30.0,0.56,0.97,0.68,0.32,0.58,-8,0,0
15147,0.0,0.0,2.29,0.0,30.0,12.92,0.0,0.0,0.0,0.39,0,0,1
15148,0.0,0.0,1.28,0.0,28.833000000000002,5.99,0.0,0.0,0.0,0.08,0,0,1
15149,1.21,5.67,1.0,0.04,22.166999999999998,2.31,0.02,0.17,0.0,0.0,0,0,1
15150,0.0,0.0,2.78,0.0,30.0,12.87,0.0,0.0,0.0,0.5,0,0,1
15151,0.0,0.0,3.09,0.0,27.333000000000002,12.25,0.0,0.0,0.0,0.57,0,0,0
15152,0.0,12.0,1.0,0.0,9.167,0.0,0.0,0.0,0.0,0.0,0,0,0
15153,0.0,0.0,5.0,0.0,25.833000000000002,5.51,0.0,0.0,0.0,0.83,0,0,0
15154,1539.42,0.0,1.62,6.5,30.0,2.24,0.74,0.85,0.15,0.21,200,0,2
15155,0.0,0.0,1.46,0.0,28.166999999999998,8.03,0.0,0.0,0.0,0.12,0,0,1
15156,0.0,15.0,2.09,0.0,12.833,4.21,0.0,0.0,0.0,0.27,0,0,0
15157,0.0,0.0,1.0,0.0,30.0,12.61,0.0,0.0,0.0,0.0,0,0,1
15158,0.0,9.43,1.3,0.0,14.333,2.73,0.0,0.0,0.0,0.17,0,0,0
15159,0.0,0.0,1.32,0.0,30.0,7.68,0.08,0.0,0.0,0.1,0,0,0
15161,0.0,0.0,4.93,0.0,27.0,21.7,0.0,0.0,0.0,0.93,0,0,1
15162,0.0,3.44,1.56,0.0,14.167,0.1,0.0,0.0,0.0,0.06,0,0,0
15163,0.0,0.0,4.99,0.0,28.166999999999998,13.53,0.11,0.0,0.0,1.0,0,0,1
15164,0.0,0.0,3.37,0.0,28.333000000000002,9.35,0.0,0.0,0.0,0.63,0,0,0
15165,0.0,0.0,5.0,0.0,15.833,1.9,0.0,0.0,0.0,0.5,0,0,1
15166,0.0,10.0,1.67,0.0,26.833000000000002,1.05,0.0,0.0,0.0,0.17,0,0,1
15167,491.29,0.0,4.8,2.33,29.666999999999998,17.98,0.27,0.97,0.0,0.91,-452,0,1
15168,1.63,0.0,4.97,0.0,26.833000000000002,3.32,0.0,0.0,0.0,0.5,-22,0,1
15169,0.0,0.0,4.5,0.0,30.0,14.77,0.15,0.0,0.0,0.88,0,0,0
15170,0.0,0.0,3.67,0.0,28.0,5.71,0.0,0.0,0.0,0.52,0,0,0
15171,0.1,0.0,3.53,0.0,30.0,20.82,0.09,0.0,0.0,0.67,0,0,1
15172,0.09,0.67,1.22,0.0,16.667,4.29,0.0,0.0,0.0,0.06,0,0,0
15173,3081.01,0.0,5.01,13.08,29.0,7.67,0.63,0.0,1.0,1.0,-253,0,1
15174,0.0,0.0,1.2,0.0,27.5,7.81,0.0,0.0,0.0,0.05,0,0,1
15175,0.0,0.0,5.0,0.0,19.333,8.11,0.0,0.0,0.0,1.0,0,0,0
15177,0.0,13.0,4.88,0.0,14.167,0.06,0.0,0.0,0.0,0.17,0,0,0
15178,0.0,0.0,1.76,0.0,29.5,6.29,0.39,0.0,0.0,0.15,0,0,1
15179,0.0,0.0,1.73,0.0,28.5,13.33,0.0,0.0,0.0,0.24,0,0,0
15180,0.0,0.0,1.0,0.0,30.0,25.95,0.0,0.0,0.0,0.0,0,0,0
15181,0.0,0.6,1.63,0.0,26.166999999999998,6.0,0.42,0.0,0.0,0.13,0,0,1
15182,0.02,0.0,5.0,0.0,17.667,2.4,0.0,0.0,0.0,0.5,0,0,0
15183,0.0,0.0,1.92,0.0,30.0,12.66,0.0,0.0,0.0,0.28,0,0,0
15184,0.0,0.0,5.02,0.0,20.666999999999998,4.22,0.0,0.0,0.0,0.83,0,0,0
15185,0.0,0.0,2.14,0.0,24.833000000000002,2.48,0.0,0.0,0.0,0.1,0,0,0
15187,0.02,0.0,5.0,0.0,28.333000000000002,27.55,0.02,0.0,0.0,1.0,0,0,1
15189,1042.22,0.0,2.12,14.68,30.0,8.13,0.65,0.95,0.01,0.33,546,0,0
15190,0.0,0.0,3.15,0.0,29.333000000000002,7.8,0.0,0.0,0.0,0.71,0,0,0
15191,0.0,7.14,1.0,0.0,4.333,0.05,0.0,0.0,0.0,0.0,0,0,1
15192,5550.32,0.0,3.16,25.93,30.0,4.78,0.84,0.99,0.0,0.45,-1277,0,1
15193,0.0,11.17,1.0,0.0,14.833,0.5,0.0,0.0,0.0,0.0,0,0,1
15194,0.0,1.0,1.27,0.45,15.5,7.23,0.06,0.17,0.0,0.04,0,0,0
15195,44.06,0.0,3.04,6.75,30.0,14.22,0.36,1.0,0.0,0.63,0,0,0
15196,0.0,2.67,3.41,0.0,16.0,2.07,0.0,0.0,0.0,0.42,0,0,0
15197,0.0,0.0,1.13,0.0,30.0,13.13,0.0,0.0,0.0,0.18,0,0,1
15198,0.0,0.0,4.83,0.0,30.0,19.22,0.0,0.0,0.0,0.96,0,0,0
15199,0.0,0.0,4.52,0.0,30.0,20.12,0.0,0.0,0.0,0.88,0,0,0
15200,0.0,0.0,1.08,0.0,29.5,19.26,0.0,0.0,0.0,0.02,0,0,0
15202,0.0,0.0,1.0,0.0,29.0,9.29,0.0,0.0,0.0,0.0,0,0,1
15203,0.0,0.0,2.0,0.0,29.833000000000002,5.08,0.0,0.0,0.0,0.28,0,0,0
15204,0.0,0.0,5.02,0.0,13.333,6.2,0.0,0.0,0.0,1.0,0,0,0
15205,0.0,0.0,3.5,0.0,29.333000000000002,14.32,0.0,0.0,0.0,0.68,0,0,1
15206,76.02,0.0,5.0,0.38,29.333000000000002,14.25,0.03,0.08,0.0,1.0,0,0,0
15207,0.0,0.0,2.0,0.0,27.166999999999998,11.85,0.0,0.0,0.0,0.03,0,0,1
15208,0.0,0.0,3.72,0.0,29.333000000000002,13.31,0.0,0.0,0.0,0.71,0,0,0
15209,0.0,0.0,3.49,0.0,30.0,34.96,0.0,0.0,0.0,0.65,0,0,0
15210,0.01,1.43,1.0,0.0,27.166999999999998,2.34,0.0,0.0,0.0,0.0,0,0,1
15211,13.22,5.86,1.0,0.19,19.833,0.91,0.17,0.17,0.0,0.0,13,0,1
15212,0.0,0.0,3.27,0.0,30.0,19.89,0.0,0.0,0.0,0.6,0,0,1
15213,0.0,0.0,4.62,0.0,30.0,16.53,0.0,0.0,0.0,0.9,0,0,0
15214,0.0,0.0,5.01,0.0,28.333000000000002,18.46,0.0,0.0,0.0,1.0,0,0,1
15215,1.03,0.0,4.33,0.0,25.833000000000002,12.09,0.0,0.0,0.0,0.86,0,0,0
15216,0.0,6.4,2.33,0.0,20.333,0.73,0.65,0.0,0.0,0.17,0,1,0
15217,0.08,0.0,4.3,0.0,24.666999999999998,11.87,0.0,0.0,0.0,0.86,0,0,1
15218,0.0,0.0,4.55,0.0,24.333000000000002,7.41,0.0,0.0,0.0,0.92,0,0,2
15219,0.0,0.0,1.44,0.9,25.666999999999998,5.07,0.75,0.5,0.0,0.01,0,0,1
15220,0.38,20.14,1.0,0.0,17.5,0.3,0.0,0.0,0.0,0.0,0,0,0
15221,0.1,13.6,1.0,0.0,25.5,0.37,0.0,0.0,0.0,0.0,0,0,0
15222,0.0,0.0,5.0,0.0,11.167,3.5,0.0,0.0,0.0,0.5,0,0,1
15223,0.0,0.0,4.0,0.0,30.0,20.92,0.0,0.0,0.0,0.82,0,0,1
15224,2641.19,0.0,5.0,8.5,30.0,17.36,0.33,0.0,0.86,1.0,-380,0,2
15225,1531.8,0.0,1.31,4.59,30.0,5.56,0.45,0.91,0.03,0.08,-179,0,2
15227,0.0,0.0,4.97,0.0,20.167,2.95,0.19,0.0,0.0,0.67,0,0,0
15228,0.0,0.0,1.43,0.0,18.333,6.73,0.0,0.0,0.0,0.15,0,0,0
15229,0.0,8.5,1.4,0.0,13.833,2.24,0.0,0.0,0.0,0.06,0,0,1
15230,0.0,19.13,1.0,0.0,15.0,0.13,0.0,0.0,0.0,0.0,0,0,1
15231,0.0,0.0,5.0,0.0,30.0,28.65,0.0,0.0,0.0,1.0,0,0,0
15232,0.0,0.0,4.73,0.0,29.833000000000002,18.17,0.07,0.0,0.0,0.95,0,0,0
15233,0.0,0.0,4.63,0.0,30.0,16.47,0.11,0.0,0.0,0.93,0,0,1
15234,2.27,0.0,1.22,0.15,26.0,7.34,0.02,0.17,0.0,0.13,-8,0,1
15235,0.0,8.78,1.0,0.0,23.666999999999998,4.34,0.0,0.0,0.0,0.0,0,0,0
15236,0.0,0.6,1.0,0.0,21.166999999999998,5.9,0.0,0.0,0.0,0.0,0,0,0
15237,0.0,0.0,4.04,0.0,30.0,31.5,0.0,0.0,0.0,0.75,0,0,1
15238,1.07,0.0,1.61,0.0,28.5,14.83,0.0,0.0,0.0,0.15,0,0,1
15240,0.09,0.0,5.01,0.0,17.833,8.49,0.0,0.0,0.0,1.0,0,0,0
15241,0.1,0.0,4.75,0.0,29.666999999999998,25.06,0.0,0.0,0.0,0.94,0,0,0
15242,0.0,0.0,4.34,0.58,30.0,5.21,0.4,0.0,0.0,0.45,0,0,0
15243,14205.56,0.0,4.14,21.67,29.5,0.86,0.96,0.0,0.83,0.77,6284,0,1
15244,0.0,0.0,5.0,0.0,27.666999999999998,12.09,0.0,0.0,0.0,1.0,0,0,1
15245,0.0,4.5,1.0,0.0,11.333,0.92,0.0,0.0,0.0,0.0,0,0,1
15246,0.0,1.0,5.06,0.0,18.0,1.56,0.0,0.0,0.0,0.33,0,0,1
15247,0.0,0.0,1.29,0.0,25.666999999999998,9.0,0.0,0.0,0.0,0.09,0,0,1
15248,0.0,1.67,4.97,0.0,28.333000000000002,2.82,0.0,0.0,0.0,0.67,0,0,2
15249,0.21,0.0,1.16,0.0,29.166999999999998,9.15,0.0,0.0,0.0,0.06,0,0,1
15250,0.0,1.0,5.0,0.75,17.167,0.78,0.49,0.0,0.17,0.5,0,0,1
15251,0.92,2.33,2.61,0.0,12.167,2.97,0.0,0.0,0.0,0.22,0,0,1
15252,0.0,0.0,4.87,0.0,30.0,43.32,0.0,0.0,0.0,0.97,0,0,1
15253,614.67,0.0,1.36,3.13,26.166999999999998,7.72,0.37,1.0,0.0,0.1,285,0,1
15254,13.62,0.0,3.93,17.69,30.0,0.84,0.95,1.0,0.0,0.77,8,0,0
15255,0.0,9.0,1.0,0.0,21.0,1.15,0.0,0.0,0.0,0.0,0,0,1
15256,0.06,0.0,1.32,0.0,30.0,14.24,0.04,0.0,0.0,0.09,0,0,1
15257,0.0,0.0,1.0,0.0,29.833000000000002,10.71,0.0,0.0,0.0,0.0,0,0,0
15258,0.0,0.0,4.11,0.0,21.666999999999998,6.01,0.0,0.0,0.0,0.72,0,0,0
15259,50.89,0.0,1.22,0.75,29.833000000000002,7.2,0.22,0.5,0.0,0.07,23,0,0
15260,0.0,0.0,3.32,0.0,28.5,13.67,0.0,0.0,0.0,0.3,0,0,1
15261,0.0,0.0,4.33,0.0,28.833000000000002,22.01,0.0,0.0,0.0,0.9,0,0,0
15262,0.0,0.0,4.0,0.0,30.0,26.56,0.0,0.0,0.0,0.77,0,0,1
15263,0.0,17.25,1.0,0.0,21.833000000000002,1.63,0.0,0.0,0.0,0.0,0,0,1
15264,0.0,0.0,1.12,0.0,29.666999999999998,3.86,0.73,0.0,0.0,0.05,0,0,1
15265,170.31,0.0,2.5,2.78,30.0,18.53,0.25,1.0,0.0,0.4,3,0,1
15266,344.1,0.0,4.84,1.65,30.0,18.92,0.08,0.33,0.0,0.96,343,0,0
15267,0.0,0.0,1.06,0.0,30.0,12.78,0.0,0.0,0.0,0.02,0,0,1
15268,0.0,0.0,4.97,0.0,18.0,3.44,0.0,0.0,0.0,0.67,0,0,1
15269,0.0,2.6,1.1,0.0,22.833000000000002,7.54,0.0,0.0,0.0,0.03,0,0,1
15270,0.07,12.2,5.06,0.0,11.833,0.86,0.0,0.0,0.0,0.33,0,0,1
15271,0.0,0.33,4.97,0.0,18.5,2.73,0.0,0.0,0.0,0.67,0,0,1
15272,0.0,4.18,1.0,0.04,20.833000000000002,2.36,0.02,0.17,0.0,0.0,0,0,1
15273,1.89,0.0,5.0,0.0,21.166999999999998,2.4,0.0,0.0,0.0,0.5,-5,0,1
15274,0.5,0.0,1.32,0.0,27.333000000000002,9.65,0.12,0.0,0.0,0.1,0,0,1
15275,0.0,0.0,4.11,0.0,23.666999999999998,6.16,0.0,0.0,0.0,0.83,0,0,1
15276,0.02,0.0,1.75,0.0,29.833000000000002,4.44,0.77,0.0,0.0,0.27,0,0,1
15277,0.0,3.67,5.06,0.0,12.0,0.93,0.0,0.0,0.0,0.33,0,0,1
15278,0.0,21.71,1.0,0.0,9.0,0.31,0.0,0.0,0.0,0.0,0,0,1
15279,0.0,0.0,2.71,0.0,18.5,9.38,0.0,0.0,0.0,0.47,0,0,0
15280,0.0,12.0,1.0,0.0,29.0,4.13,0.0,0.0,0.0,0.0,0,0,0
15281,0.0,17.71,2.34,0.0,19.333,0.84,0.0,0.0,0.0,0.17,0,0,1
15282,0.0,0.0,1.0,0.0,24.333000000000002,6.18,0.0,0.0,0.0,0.0,0,0,0
15283,0.0,0.0,5.0,0.0,30.0,32.51,0.0,0.0,0.0,1.0,0,0,1
15284,0.0,15.0,2.99,0.0,4.167,2.21,0.0,0.0,0.0,0.17,0,0,1
15285,0.0,8.71,1.99,0.0,3.0,1.0,0.0,0.0,0.0,0.08,0,0,1
15286,0.0,12.17,5.06,0.0,25.666999999999998,2.16,0.0,0.0,0.0,0.33,0,1,1
15287,0.0,0.0,2.72,0.0,29.333000000000002,15.97,0.0,0.0,0.0,0.5,0,0,1
15288,0.0,0.0,1.18,0.0,30.0,10.08,0.12,0.0,0.0,0.07,0,0,1
15289,0.0,17.0,1.0,0.0,19.333,0.9,0.0,0.0,0.0,0.0,0,0,0
15290,0.01,0.0,4.62,0.0,29.833000000000002,16.2,0.0,0.0,0.0,0.95,0,0,1
15291,0.0,0.0,4.43,0.0,23.666999999999998,9.81,0.0,0.0,0.0,0.9,0,0,1
15292,0.0,11.0,1.0,0.0,17.833,0.27,0.0,0.0,0.0,0.0,0,0,1
15293,0.0,15.88,1.0,0.04,10.167,1.98,0.02,0.17,0.0,0.0,0,0,1
15294,461.23,0.0,1.15,5.43,30.0,7.08,0.52,1.0,0.0,0.04,290,0,0
15295,0.0,10.73,1.0,0.0,24.833000000000002,0.9,0.0,0.0,0.0,0.0,0,0,0
15296,0.0,0.0,4.57,0.0,28.666999999999998,10.84,0.0,0.0,0.0,0.92,0,0,1
15297,0.02,0.67,1.17,0.0,29.5,3.83,0.15,0.0,0.0,0.04,0,0,1
15298,40.21,0.0,2.06,0.0,30.0,12.26,0.0,0.0,0.0,0.38,0,0,0
15299,0.0,0.0,1.65,0.0,28.5,11.17,0.06,0.0,0.0,0.34,0,0,1
15301,0.0,0.0,3.48,0.0,10.833,2.98,0.0,0.0,0.0,0.22,0,-1,1
15302,0.0,0.0,4.63,0.0,30.0,16.38,0.04,0.0,0.0,0.92,0,0,2
15303,0.0,0.0,1.79,0.0,30.0,15.82,0.0,0.0,0.0,0.25,0,0,0
15304,0.0,0.0,9.82,0.0,23.333000000000002,3.15,0.0,0.0,0.0,0.17,0,0,1
15305,0.0,0.0,4.9,0.0,30.0,19.77,0.38,0.0,0.0,0.98,0,0,1
15306,0.0,12.71,1.0,0.0,10.5,0.49,0.0,0.0,0.0,0.0,0,0,0
15307,0.0,0.0,2.71,0.0,16.5,9.52,0.0,0.0,0.0,0.45,0,0,1
15308,0.0,11.33,5.0,0.0,8.167,0.49,0.0,0.0,0.0,0.33,0,0,0
15309,0.0,0.0,1.82,0.0,28.666999999999998,13.33,0.0,0.0,0.0,0.29,0,0,1
15310,0.15,0.0,1.33,0.0,28.0,9.5,0.0,0.0,0.0,0.07,0,0,0
15311,0.0,0.0,1.21,0.3,29.833000000000002,1.42,0.84,0.17,0.0,0.05,0,0,1
15312,0.0,0.0,2.44,0.0,30.0,15.42,0.0,0.0,0.0,0.47,0,0,1
15313,0.0,0.0,1.0,0.0,30.0,2.57,0.74,0.0,0.0,0.0,0,0,1
15314,0.01,0.0,1.45,0.0,28.833000000000002,6.7,0.18,0.0,0.0,0.11,0,0,0
15315,5.58,0.0,4.77,0.0,30.0,27.97,0.0,0.0,0.0,0.96,-53,0,1
15316,0.0,0.0,2.15,0.0,28.666999999999998,14.11,0.0,0.0,0.0,0.32,0,0,1
15317,0.0,0.0,3.38,0.0,29.333000000000002,17.66,0.0,0.0,0.0,0.57,0,0,1
15319,0.0,0.0,1.96,0.0,28.333000000000002,7.29,0.0,0.0,0.0,0.28,0,0,1
15320,0.0,0.0,1.18,0.0,29.666999999999998,14.37,0.0,0.0,0.0,0.05,0,0,1
15321,15672.82,0.0,4.53,29.38,30.0,15.6,0.65,0.18,0.75,0.79,-8205,0,0
15322,157.44,0.0,5.0,1.33,27.166999999999998,6.89,0.16,1.0,0.0,1.0,-7,0,1
15323,0.0,0.0,4.79,0.04,30.0,62.29,0.0,0.17,0.0,0.96,0,0,0
15324,0.0,7.2,5.0,0.15,13.5,0.89,0.62,0.17,0.0,0.33,0,0,1
15325,0.0,0.33,2.01,0.0,23.833000000000002,3.27,0.0,0.0,0.0,0.25,0,0,1
15326,0.0,0.0,4.97,0.0,18.667,2.81,0.0,0.0,0.0,0.67,0,0,2
15327,0.0,0.0,1.77,0.0,30.0,13.98,0.0,0.0,0.0,0.22,0,0,0
15328,0.0,0.0,1.09,0.45,30.0,25.11,0.02,0.33,0.0,0.03,0,0,0
15329,0.0,1.0,1.12,0.0,28.833000000000002,0.45,0.93,0.0,0.0,0.03,0,0,1
15330,0.0,0.0,3.62,0.0,29.666999999999998,17.69,0.0,0.0,0.0,0.71,0,0,0
15331,0.0,0.0,5.02,0.0,23.833000000000002,6.54,0.0,0.0,0.0,0.83,0,0,0
15332,0.0,15.2,1.0,0.0,1.5,0.32,0.0,0.0,0.0,0.0,0,-1,1
15334,0.0,1.6,3.41,0.0,12.333,1.92,0.0,0.0,0.0,0.42,0,0,0
15335,2.0,15.5,5.06,0.0,10.167,0.06,0.0,0.0,0.0,0.33,-3,0,1
15336,0.0,0.0,3.88,0.0,30.0,43.94,0.0,0.0,0.0,0.74,0,0,1
15337,0.0,0.0,3.66,0.0,16.0,1.86,0.0,0.0,0.0,0.25,0,0,0
15338,0.0,23.5,1.0,0.0,29.5,0.15,0.0,0.0,0.0,0.0,0,0,0
15339,0.05,4.0,5.0,0.0,19.167,1.73,0.0,0.0,0.0,0.5,0,0,1
15340,0.0,0.0,5.06,0.0,27.0,2.22,0.0,0.0,0.0,0.33,0,0,1
15341,22.87,0.0,1.69,0.13,29.833000000000002,13.37,0.33,0.33,0.0,0.18,6,0,0
15342,0.0,7.43,1.0,0.0,10.667,1.31,0.0,0.0,0.0,0.0,0,0,0
15343,0.0,0.0,5.01,0.0,29.5,16.68,0.0,0.0,0.0,1.0,0,0,0
15344,0.09,0.0,1.96,0.0,29.833000000000002,17.35,0.0,0.0,0.0,0.24,0,0,1
15345,0.0,0.0,5.01,0.75,28.0,10.3,0.07,0.0,0.17,1.0,0,0,1
15346,0.0,0.0,4.24,0.0,30.0,26.23,0.0,0.0,0.0,0.85,0,0,0
15347,1370.6,0.0,1.17,8.09,29.5,15.34,0.35,0.96,0.0,0.05,54,0,0
15348,14.94,8.38,1.99,0.15,15.167,0.96,0.14,0.17,0.0,0.04,0,0,1
15349,0.0,0.0,5.0,0.0,30.0,12.04,0.0,0.0,0.0,1.0,0,0,0
15350,0.0,15.0,4.88,0.0,6.332999999999999,0.0,0.0,0.0,0.0,0.17,0,0,1
15351,1.1,0.0,2.24,0.0,29.333000000000002,20.79,0.0,0.0,0.0,0.37,1,0,0
15352,0.08,0.0,2.92,0.0,21.5,12.07,0.0,0.0,0.0,0.46,0,0,0
15353,0.03,0.33,1.21,0.0,28.5,7.75,0.0,0.0,0.0,0.05,0,0,0
15354,0.1,0.0,5.0,0.0,28.166999999999998,7.74,0.0,0.0,0.0,0.67,0,0,0
15355,0.0,0.0,5.0,0.0,30.0,18.11,0.0,0.0,0.0,1.0,0,0,1
15356,2.02,0.0,3.93,0.42,30.0,16.32,0.32,0.0,0.0,0.78,1,0,0
15357,0.0,0.0,4.38,0.0,20.5,9.54,0.0,0.0,0.0,0.86,0,0,1
15358,0.0,0.0,4.87,0.0,29.0,23.53,0.0,0.0,0.0,0.97,0,0,1
15359,0.15,0.0,3.82,0.0,29.666999999999998,17.08,0.0,0.0,0.0,0.76,0,0,0
15360,0.01,11.67,1.27,0.0,28.0,3.17,0.0,0.0,0.0,0.17,0,0,1
15361,24.98,0.0,1.0,0.6,28.5,10.21,0.06,0.33,0.0,0.0,-59,0,1
15362,0.0,0.0,4.28,0.0,30.0,27.0,0.0,0.0,0.0,0.88,0,0,0
15363,0.0,0.33,1.0,0.0,28.166999999999998,8.52,0.0,0.0,0.0,0.0,0,0,1
15364,0.0,31.0,4.88,0.0,12.167,0.82,0.0,0.0,0.0,0.17,0,2,1
15365,0.0,12.25,5.06,0.0,29.666999999999998,0.36,0.0,0.0,0.0,0.33,0,2,1
15366,0.46,0.0,3.77,0.15,29.5,12.21,0.01,0.0,0.0,0.74,0,0,1
15367,0.0,0.0,1.08,0.0,28.666999999999998,8.73,0.07,0.0,0.0,0.02,0,0,1
15368,0.0,0.0,1.23,0.0,29.166999999999998,8.52,0.2,0.0,0.0,0.05,0,0,1
15369,14.15,0.0,3.41,0.0,26.5,2.81,0.0,0.0,0.0,0.42,14,1,2
15370,0.93,0.0,4.81,0.0,29.166999999999998,15.88,0.0,0.0,0.0,0.96,0,0,1
15371,0.0,0.0,1.89,0.0,26.0,3.43,0.0,0.0,0.0,0.14,0,0,2
15373,18.26,19.75,2.34,0.13,24.0,0.31,0.72,0.17,0.0,0.17,-84,0,1
15374,0.0,0.0,5.0,0.0,9.333,25.87,0.0,0.0,0.0,1.0,0,0,1
15375,0.0,6.08,1.0,0.0,10.167,2.01,0.0,0.0,0.0,0.0,0,0,0
15376,13855.06,0.0,4.92,25.67,30.0,6.75,0.79,0.7,0.3,0.95,4623,0,0
15377,0.58,0.0,1.7,0.0,25.666999999999998,10.59,0.0,0.0,0.0,0.23,0,0,1
15378,0.0,0.0,3.19,0.0,30.0,16.46,0.0,0.0,0.0,0.57,0,0,0
15379,0.0,0.0,1.91,0.0,29.833000000000002,25.65,0.0,0.0,0.0,0.15,0,0,0
15380,0.0,17.25,1.99,0.0,13.833,1.22,0.0,0.0,0.0,0.17,0,0,0
15381,0.0,0.0,1.57,0.0,30.0,6.56,0.3,0.0,0.0,0.14,0,0,2
15382,0.0,0.0,1.73,0.0,29.166999999999998,6.51,0.0,0.0,0.0,0.26,-441,0,0
15383,0.03,0.0,4.43,0.0,27.0,14.19,0.05,0.0,0.0,0.88,0,0,0
15384,0.0,0.0,4.97,0.0,21.666999999999998,2.9,0.0,0.0,0.0,0.5,0,0,0
15385,0.23,0.0,1.1,0.0,30.0,6.98,0.09,0.0,0.0,0.02,0,0,0
15386,0.0,0.0,4.98,0.0,25.5,5.82,0.0,0.0,0.0,0.83,0,0,1
15387,0.0,0.0,5.0,0.0,18.5,1.44,0.75,0.0,0.0,0.5,0,0,1
15388,92.27,0.0,2.89,0.6,29.0,9.71,0.06,0.33,0.0,0.56,-124,0,0
15389,0.0,0.0,3.13,0.0,29.333000000000002,16.1,0.0,0.0,0.0,0.53,0,0,0
15390,0.01,0.0,5.01,0.0,11.5,10.13,0.0,0.0,0.0,1.0,0,1,0
15391,103.52,0.0,2.38,1.05,27.333000000000002,9.39,0.1,0.17,0.17,0.4,-751,0,0
15392,0.0,0.0,1.9,0.0,29.0,2.9,0.0,0.0,0.0,0.22,0,0,0
15393,0.04,0.0,2.7,0.0,30.0,15.9,0.0,0.0,0.0,0.42,0,0,0
15394,1.36,0.0,1.0,0.0,30.0,13.93,0.0,0.0,0.0,0.0,0,0,1
15395,0.0,0.0,1.11,0.0,26.0,9.52,0.14,0.0,0.0,0.07,0,0,0
15397,0.0,11.5,1.0,0.0,13.0,0.98,0.0,0.0,0.0,0.0,0,0,1
15398,0.0,5.5,1.46,0.0,26.166999999999998,2.91,0.0,0.0,0.0,0.04,0,0,1
15399,0.0,0.0,4.45,7.88,30.0,16.3,0.33,0.58,0.08,0.89,0,0,1
15400,0.0,5.8,1.0,0.0,28.666999999999998,6.25,0.0,0.0,0.0,0.0,0,0,1
15401,0.0,7.58,1.0,0.0,25.333000000000002,1.63,0.0,0.0,0.0,0.0,0,0,0
15402,0.0,0.0,1.0,0.0,28.166999999999998,20.48,0.0,0.0,0.0,0.0,0,0,0
15403,0.0,1.82,1.27,0.0,23.833000000000002,4.58,0.0,0.0,0.0,0.08,0,0,0
15405,0.0,0.0,4.98,0.0,14.167,5.45,0.0,0.0,0.0,0.83,0,0,1
15406,0.0,0.0,4.39,0.15,30.0,15.65,0.53,0.17,0.0,0.86,0,0,0
15407,0.0,0.0,1.0,0.0,26.333000000000002,5.74,0.0,0.0,0.0,0.0,0,0,0
15408,0.0,0.0,4.87,0.0,30.0,24.77,0.0,0.0,0.0,0.97,0,0,1
15409,86.18,0.0,5.0,1.57,15.667,7.71,0.17,0.08,0.03,0.67,0,0,1
15410,0.0,0.0,4.88,0.3,30.0,19.0,0.26,0.17,0.0,0.97,0,0,1
15411,0.0,0.0,1.0,0.0,25.666999999999998,4.11,0.0,0.0,0.0,0.0,0,0,2
15412,62.24,0.33,1.0,0.3,27.5,0.34,0.92,0.17,0.0,0.0,62,0,0
15413,0.0,0.0,5.01,0.0,26.166999999999998,11.39,0.0,0.0,0.0,1.0,0,0,1
15414,0.16,0.0,1.46,0.0,29.0,7.8,0.26,0.0,0.0,0.11,0,0,1
15415,7563.11,0.0,3.94,24.33,30.0,2.41,0.92,1.0,0.0,0.76,1953,0,1
15416,0.09,0.0,1.08,0.0,27.833000000000002,8.67,0.0,0.0,0.0,0.04,0,0,1
15417,0.01,0.0,1.86,0.0,29.0,19.97,0.0,0.0,0.0,0.22,0,0,1
15418,0.0,0.33,1.0,0.0,23.833000000000002,4.07,0.0,0.0,0.0,0.0,0,0,1
15419,0.0,3.0,1.5,0.0,7.5,1.68,0.57,0.0,0.0,0.18,0,0,0
15420,29.03,1.31,1.0,0.0,30.0,3.11,0.0,0.0,0.0,0.0,-6,0,1
